store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date,snapshot_date,units_30d,units_90d,avg_daily_demand_30d,avg_daily_demand_90d,demand_trend,forecast_30d_units,forecast_daily_demand,planning_daily_demand,days_of_inventory,forecast_coverage_ratio,inventory_risk,stockout_risk,target_stock,suggested_reorder_qty,reorder_status,priority,historical_30d_forecast_30d_ratio,forecast_vs_90d_ratio,stock_to_30d_demand,stock_to_90d_demand,stock_to_forecast,calibrated_forecast_30d,calibrated_forecast_60d,calibrated_forecast_90d,forecast_match,calibrated_avg_daily_forecast_30d,calibrated_avg_daily_forecast_60d,calibrated_avg_daily_forecast_90d,calibrated_inventory_coverage_days,stock_after_calibrated_30d,stock_after_calibrated_60d,stock_after_calibrated_90d,stock_to_calibrated_30d_ratio,calibrated_replenishment_gap_30d,calibrated_replenishment_gap_60d,calibrated_replenishment_gap_90d,calibrated_stockout_risk_30d,calibrated_inventory_status,calibrated_vs_existing_forecast_ratio,calibrated_vs_existing_forecast_difference
9,1101,300,92,46,2025-10-18,2025-10-31,0.0,10.0,0.0,0.1111111111111111,0.0,2.3953919955180503,0.0798463998506016,0.0798463998506016,3757.213857623155,125.24046192077182,Very Low,Very Low,48.39539199551805,0.0,Sufficient Stock,Normal,0.0,0.7186175986554144,inf,30.0,125.24046192077182,1.34750818620399,2.891043748287142,6.177379978362844,Matched,0.044916939540133,0.04818406247145236,0.06863755531514272,6678.994674869866,298.652491813796,297.10895625171287,293.82262002163714,222.6331558289955,0.0,0.0,0.0,LOW,OVERSTOCK,0.5625418256073637,-1.0478838093140603
9,1021,425,162,81,2025-10-21,2025-10-31,0.0,4.0,0.0,0.0444444444444444,0.0,0.9581567982072202,0.0319385599402406,0.0319385599402406,13306.799079082004,443.5599693027335,Very Low,Very Low,81.95815679820723,0.0,Sufficient Stock,Normal,0.0,0.7186175986554134,inf,106.25,443.5599693027335,1.321006026296198,2.864340958851101,6.114519988483769,Matched,0.044033534209873264,0.04773901598085169,0.06793911098315299,9651.734924895169,423.6789939737038,422.1356590411489,418.8854800115162,321.72449749650565,0.0,0.0,0.0,LOW,OVERSTOCK,1.3786950411121588,0.3628492280889778
9,1200,252,85,42,2025-09-14,2025-10-31,2.0,5.0,0.0666666666666666,0.0555555555555555,1.2,1.1976959977590251,0.0399231999253008,0.0399231999253008,6312.1192808069,210.40397602689663,Very Low,Very Low,43.19769599775903,0.0,Sufficient Stock,Normal,1.669872825610291,0.7186175986554144,126.0,50.4,210.40397602689663,1.7873178707970434,3.884541666765511,9.148909321912514,Matched,0.05957726235990145,0.06474236111275851,0.10165454802125015,4229.801605815458,250.21268212920296,248.1154583332345,242.85109067808747,140.99338686051527,0.0,0.0,0.0,LOW,OVERSTOCK,1.492296771585814,0.5896218730380183
9,1041,220,87,43,2025-10-13,2025-10-31,4.0,8.0,0.1333333333333333,0.0888888888888888,1.5,1.9163135964144404,0.0638771198804813,0.0638771198804813,3444.1127028212245,114.80375676070749,Very Low,Very Low,44.91631359641444,0.0,Sufficient Stock,Normal,2.087341032012864,0.7186175986554145,55.0,27.5,114.80375676070749,1.7856663563273827,3.873447451633542,8.222901469217822,Matched,0.059522211877579424,0.0645574575272257,0.09136557188019802,3696.0992049905435,218.2143336436726,216.12655254836645,211.77709853078218,123.20330683301812,0.0,0.0,0.0,LOW,OVERSTOCK,0.9318236637617622,-0.13064724008705775
9,1092,170,80,40,2025-09-12,2025-10-31,0.0,3.0,0.0,0.0333333333333333,0.0,0.7186175986554151,0.0239539199551805,0.0239539199551805,7096.959508843737,236.56531696145788,Very Low,Very Low,40.71861759865541,0.0,Sufficient Stock,Normal,0.0,0.7186175986554151,inf,56.66666666666666,236.56531696145788,1.3439124466692296,2.8881505060542816,6.178875332808388,Matched,0.04479708155564099,0.04813584176757136,0.06865417036453764,3794.8900708821525,168.65608755333076,167.11184949394573,163.8211246671916,126.49633569607175,0.0,0.0,0.0,LOW,OVERSTOCK,1.8701357289103215,0.6252948480138145
9,1094,262,113,56,2025-08-28,2025-10-31,0.0,8.0,0.0,0.0888888888888888,0.0,1.9163135964144404,0.0638771198804813,0.0638771198804813,4101.625127905277,136.72083759684256,Very Low,Very Low,57.91631359641444,0.0,Sufficient Stock,Normal,0.0,0.7186175986554145,inf,32.75,136.72083759684256,1.3439124466692296,2.8881505060542816,6.179291290738293,Matched,0.04479708155564099,0.04813584176757136,0.06865879211931437,5848.595285712494,260.6560875533308,259.1118494939457,255.8207087092617,194.95317619041649,0.0,0.0,0.0,LOW,OVERSTOCK,0.7013008983413705,-0.5724011497452108
9,1143,293,93,46,2025-08-30,2025-10-31,0.0,11.0,0.0,0.1222222222222222,0.0,2.634931195069856,0.0878310398356618,0.0878310398356618,3335.9504857078314,111.19834952359436,Very Low,Very Low,48.63493119506985,0.0,Sufficient Stock,Normal,0.0,0.7186175986554147,inf,26.63636363636364,111.19834952359436,1.3664213540467731,2.9538668008181994,6.327029180196437,Matched,0.04554737846822577,0.04923111334696999,0.07030032422440485,6432.86199675354,291.6335786459532,290.0461331991818,286.67297081980354,214.42873322511798,0.0,0.0,0.0,LOW,OVERSTOCK,0.5185795198764372,-1.268509841023083
9,1111,271,89,44,2025-10-16,2025-10-31,0.0,5.0,0.0,0.0555555555555555,0.0,1.1976959977590251,0.0399231999253008,0.0399231999253008,6788.033036105833,226.26776787019443,Very Low,Very Low,45.19769599775903,0.0,Sufficient Stock,Normal,0.0,0.7186175986554144,inf,54.2,226.26776787019443,1.3433914164356993,2.8845052095645567,6.167563988625397,Matched,0.044779713881189974,0.04807508682607595,0.0685284887625044,6051.847511107823,269.6566085835643,268.11549479043543,264.8324360113746,201.72825037026078,0.0,0.0,0.0,LOW,OVERSTOCK,1.121646410232046,0.14569541867667413
9,1119,342,165,82,2025-10-25,2025-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Very Low,Very Low,82.0,0.0,Sufficient Stock,Normal,,,inf,inf,inf,0.0,0.0,0.0,Matched,0.0,0.0,0.0,inf,342.0,342.0,342.0,inf,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,,0.0
9,1025,126,54,27,2025-10-14,2025-10-31,0.0,5.0,0.0,0.0555555555555555,0.0,1.1976959977590251,0.0399231999253008,0.0399231999253008,3156.05964040345,105.20198801344831,Very Low,Very Low,28.197695997759027,0.0,Sufficient Stock,Normal,0.0,0.7186175986554144,inf,25.2,105.20198801344831,1.3339678921837324,2.892388529329923,6.167492357662853,Matched,0.044465596406124415,0.04820647548883205,0.0685276928629206,2833.6514110636226,124.66603210781626,123.10761147067008,119.83250764233715,94.4550470354541,0.0,0.0,0.0,LOW,OVERSTOCK,1.1137783666971266,0.13627189442470722
9,1066,181,78,39,2025-10-01,2025-10-31,0.0,5.0,0.0,0.0555555555555555,0.0,1.1976959977590251,0.0399231999253008,0.0399231999253008,4533.70472153194,151.12349071773133,Very Low,Very Low,40.19769599775903,0.0,Sufficient Stock,Normal,0.0,0.7186175986554144,inf,36.2,151.12349071773133,1.342702991255213,2.89672991361662,6.169931496967842,Matched,0.04475676637517377,0.04827883189361033,0.0685547944107538,4044.081256513636,179.6572970087448,178.1032700863834,174.83006850303215,134.80270855045453,0.0,0.0,0.0,LOW,OVERSTOCK,1.1210716189813663,0.14500699349618795
9,1100,136,46,23,2025-10-04,2025-10-31,1.0,2.0,0.0333333333333333,0.0222222222222222,1.5,0.4790783991036101,0.0159692799701203,0.0159692799701203,8516.351410612482,283.87838035374944,Very Low,Very Low,23.47907839910361,0.0,Sufficient Stock,Normal,2.087341032012864,0.7186175986554134,136.0,68.0,283.87838035374944,1.7947788318695899,3.852826247980461,8.234607888081399,Matched,0.05982596106231966,0.06421377079967434,0.09149564320090443,2273.2605976581167,134.2052211681304,132.14717375201954,127.7653921119186,75.77535325527055,0.0,0.0,0.0,LOW,OVERSTOCK,3.746315499149511,1.3157004327659798
9,1183,94,33,16,2025-08-09,2025-10-31,0.0,8.0,0.0,0.0888888888888888,0.0,1.9163135964144404,0.0638771198804813,0.0638771198804813,1471.5754275690688,49.05251425230229,Very Low,Very Low,17.91631359641444,0.0,Sufficient Stock,Normal,0.0,0.7186175986554145,inf,11.75,49.05251425230229,1.3457116855534696,2.8997337968317267,6.179816252571261,Matched,0.04485705618511566,0.04832889661386211,0.06866462502856957,2095.5454502426937,92.65428831444653,91.10026620316827,87.82018374742874,69.85151500808979,0.0,0.0,0.0,LOW,OVERSTOCK,0.7022398046287374,-0.5706019108609708
9,1097,139,46,23,2025-10-02,2025-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Very Low,Very Low,23.0,0.0,Sufficient Stock,Normal,,,inf,inf,inf,0.0,0.0,0.0,Matched,0.0,0.0,0.0,inf,139.0,139.0,139.0,inf,0.0,0.0,0.0,NO_FORECAST_DEMAND,NO_FORECAST_DEMAND,,0.0
9,1110,332,134,67,2025-09-01,2025-10-31,3.0,8.0,0.1,0.0888888888888888,1.125,1.9163135964144404,0.0638771198804813,0.0638771198804813,5197.47916971203,173.24930565706768,Very Low,Very Low,68.91631359641444,0.0,Sufficient Stock,Normal,1.5655057740096476,0.7186175986554145,110.66666666666669,41.5,173.24930565706768,1.7926910164434657,3.847509407281944,8.2249211126964,Matched,0.05975636721478219,0.06412515678803239,0.09138801236329333,5555.893295967827,330.2073089835565,328.15249059271804,323.7750788873036,185.19644319892754,0.0,0.0,0.0,LOW,OVERSTOCK,0.9354893790858232,-0.1236225799709747
9,1170,303,111,55,2025-10-29,2025-10-31,6.0,14.0,0.2,0.1555555555555555,1.2857142857142858,3.353548793725271,0.1117849597908423,0.1117849597908423,2710.561425856704,90.3520475285568,Very Low,Very Low,58.35354879372528,0.0,Sufficient Stock,Normal,1.7891494560110257,0.7186175986554147,50.5,21.642857142857142,90.3520475285568,1.8311039162389278,3.918215404944449,8.289669095857505,Matched,0.06103679720796426,0.06530359008240748,0.09210743439841672,4964.218534724552,301.16889608376107,299.0817845950555,294.7103309041425,165.4739511574851,0.0,0.0,0.0,LOW,OVERSTOCK,0.5460197626064227,-1.522444877486343
9,1017,176,67,33,2025-10-23,2025-10-31,1.0,1.0,0.0333333333333333,0.0111111111111111,3.0,0.239539199551805,0.0079846399850601,0.0079846399850601,22042.32129805584,734.7440432685279,Very Low,Very Low,33.23953919955181,0.0,Sufficient Stock,Normal,4.174682064025728,0.718617598655409,176.0,176.0,734.7440432685281,1.8004792833846526,3.907979536840805,8.370184887526477,Matched,0.06001597611282175,0.06513299228068008,0.09300205430584975,2932.5524868435746,174.19952071661535,172.0920204631592,167.62981511247352,97.75174956145248,0.0,0.0,0.0,LOW,OVERSTOCK,7.516428570995805,1.5609400838328475
9,1171,132,58,29,2025-08-25,2025-10-31,0.0,8.0,0.0,0.0888888888888888,0.0,1.9163135964144404,0.0638771198804813,0.0638771198804813,2066.4676216927346,68.8822540564245,Very Low,Very Low,30.91631359641444,0.0,Sufficient Stock,Normal,0.0,0.7186175986554145,inf,16.5,68.8822540564245,1.3596072580227698,2.921323117896802,6.193099821958695,Matched,0.04532024193409233,0.04868871863161337,0.0688122202439855,2912.6058107095514,130.64039274197722,129.0786768821032,125.8069001780413,97.08686035698506,0.0,0.0,0.0,LOW,OVERSTOCK,0.709491004273357,-0.5567063383916706
9,1197,154,70,35,2025-08-31,2025-10-31,4.0,8.0,0.1333333333333333,0.0888888888888888,1.5,1.9163135964144404,0.0638771198804813,0.0638771198804813,2410.878891974857,80.36262973249524,Very Low,Very Low,36.91631359641444,0.0,Sufficient Stock,Normal,2.087341032012864,0.7186175986554145,38.5,19.25,80.36262973249524,1.7691384686995346,3.8399800282834495,8.156318895370882,Matched,0.05897128228998449,0.06399966713805749,0.09062576550412091,2611.440586330186,152.23086153130046,150.16001997171654,145.84368110462913,87.04801954433952,0.0,0.0,0.0,LOW,OVERSTOCK,0.9231988292572358,-0.14717512771490582
9,1043,137,47,23,2025-08-14,2025-10-31,0.0,3.0,0.0,0.0333333333333333,0.0,0.7186175986554151,0.0239539199551805,0.0239539199551805,5719.314427715247,190.64381425717488,Very Low,Very Low,23.718617598655413,0.0,Sufficient Stock,Normal,0.0,0.7186175986554151,inf,45.66666666666666,190.64381425717488,1.3349277427715516,2.8991883765703745,6.156768487867863,Matched,0.04449759142571839,0.04831980627617291,0.06840853875408737,3078.8183272503543,135.66507225722845,134.10081162342962,130.84323151213215,102.62727757501182,0.0,0.0,0.0,LOW,OVERSTOCK,1.8576329681729153,0.6163101441161365
9,1086,194,62,31,2025-09-18,2025-10-31,2.0,2.0,0.0666666666666666,0.0222222222222222,3.0,0.4790783991036101,0.0159692799701203,0.0159692799701203,12148.324806314864,404.9441602104955,Very Low,Very Low,31.47907839910361,0.0,Sufficient Stock,Normal,4.174682064025727,0.7186175986554134,97.0,97.0,404.9441602104955,1.7852770371288813,3.8507885340551384,8.22486279215006,Matched,0.05950923457096271,0.06417980890091897,0.09138736435722287,3259.998240586706,192.21472296287112,190.14921146594486,185.77513720784995,108.66660801955686,0.0,0.0,0.0,LOW,OVERSTOCK,3.7264820131094663,1.3061986380252713
9,1155,108,49,24,2025-08-29,2025-10-31,1.0,7.0,0.0333333333333333,0.0777777777777777,0.4285714285714285,1.6767743968626354,0.0558924798954211,0.0558924798954211,1932.281412491908,64.40938041639693,Very Low,Very Low,25.67677439686264,0.0,Sufficient Stock,Normal,0.5963831520036753,0.7186175986554141,108.0,15.428571428571429,64.40938041639693,1.8091687368112626,3.9124316179304977,8.291684529588595,Matched,0.06030562456037542,0.06520719363217496,0.09212982810653994,1790.8777296863082,106.19083126318874,104.0875683820695,99.7083154704114,59.69592432287694,0.0,0.0,0.0,LOW,OVERSTOCK,1.0789577537660084,0.13239433994862715
9,1029,402,193,96,2025-08-03,2025-10-31,1.0,5.0,0.0333333333333333,0.0555555555555555,0.6,1.1976959977590251,0.0399231999253008,0.0399231999253008,10069.333138430056,335.6444379476685,Very Low,Very Low,97.19769599775904,0.0,Sufficient Stock,Normal,0.8349364128051455,0.7186175986554144,402.0,80.4,335.6444379476685,1.7924598918273789,3.8765685845881706,8.285101159914545,Matched,0.05974866306091263,0.06460947640980284,0.09205667955460606,6728.184019618458,400.2075401081726,398.1234314154118,393.7148988400855,224.2728006539486,0.0,0.0,0.0,LOW,OVERSTOCK,1.4965900321794507,0.5947638940683537
9,1164,82,24,12,2025-10-30,2025-10-31,1.0,5.0,0.0333333333333333,0.0555555555555555,0.6,1.1976959977590251,0.0399231999253008,0.0399231999253008,2053.943575500658,68.46478585002193,Very Low,Very Low,13.197695997759023,0.0,Sufficient Stock,Normal,0.8349364128051455,0.7186175986554144,82.0,16.4,68.46478585002193,1.8177104100685986,3.9025802137901136,8.289302718527304,Matched,0.06059034700228662,0.06504300356316856,0.09210336353919227,1353.3508893240933,80.1822895899314,78.09741978620988,73.71069728147269,45.111696310803104,0.0,0.0,0.0,LOW,OVERSTOCK,1.5176726093012456,0.6200144123095734
